employee_id,course_id,enrollment_date,completion_status,rating,time_spent_hours
EMP01649,CRS0029,2026-08-08,Dropped,,15.1
EMP01649,CRS0112,2024-10-17,In Progress,,10.0
EMP01650,CRS0012,2026-06-24,In Progress,,36.6
EMP01650,CRS0057,2026-11-08,Completed,2.2,25.4
EMP01650,CRS0132,2025-04-26,Completed,4.7,37.9
EMP01650,CRS0042,2025-05-19,In Progress,,16.6
EMP01650,CRS0071,2024-02-01,Completed,3.0,6.6
EMP01651,CRS0096,2026-09-03,In Progress,,29.3
EMP01651,CRS0033,2026-09-03,Completed,4.3,15.5
EMP01652,CRS0051,2024-04-05,Completed,2.1,27.0
EMP01652,CRS0109,2026-10-11,Completed,3.1,4.7
EMP01652,CRS0135,2026-05-19,In Progress,,8.6
EMP01653,CRS0093,2024-02-25,Completed,3.2,27.0
EMP01653,CRS0116,2025-08-02,In Progress,,33.6
EMP01653,CRS0005,2026-02-10,In Progress,,9.1
EMP01653,CRS0054,2025-08-09,Completed,2.5,10.5
EMP01654,CRS0071,2026-04-01,In Progress,,10.8
EMP01654,CRS0096,2026-08-13,Completed,3.0,39.4
EMP01654,CRS0032,2025-12-19,Completed,3.6,38.4
EMP01654,CRS0114,2025-06-21,Completed,3.2,39.0
EMP01655,CRS0113,2024-02-25,In Progress,,16.7
EMP01655,CRS0038,2024-05-16,Completed,2.2,6.3
EMP01656,CRS0045,2026-06-03,Completed,4.8,23.4
EMP01656,CRS0033,2024-09-22,Completed,4.4,35.4
EMP01656,CRS0073,2024-09-11,Completed,3.0,34.5
EMP01657,CRS0133,2025-10-13,In Progress,,2.7
EMP01657,CRS0004,2026-01-28,In Progress,,28.5
EMP01657,CRS0070,2026-07-11,Completed,3.4,22.6
EMP01658,CRS0021,2026-08-17,Dropped,,27.2
EMP01658,CRS0058,2025-12-19,In Progress,,14.7
EMP01658,CRS0026,2025-02-14,Dropped,,6.6
EMP01658,CRS0027,2024-11-19,In Progress,,18.5
EMP01658,CRS0128,2026-09-11,Completed,3.3,20.7
EMP01658,CRS0006,2024-09-27,Completed,3.3,8.8
EMP01659,CRS0038,2025-05-23,Completed,4.4,4.5
EMP01659,CRS0133,2026-10-18,Completed,3.1,2.7
EMP01659,CRS0094,2024-02-13,Completed,2.3,23.0
EMP01659,CRS0120,2025-09-16,In Progress,,31.2
EMP01660,CRS0070,2026-07-28,Completed,3.0,28.5
EMP01660,CRS0131,2026-07-19,Completed,3.1,27.0
EMP01660,CRS0015,2024-12-10,Completed,2.1,9.3
EMP01661,CRS0099,2024-11-21,Completed,3.0,5.6
EMP01661,CRS0051,2024-07-18,Completed,3.1,2.8
EMP01661,CRS0098,2026-03-06,Dropped,,15.2
EMP01662,CRS0016,2026-10-22,In Progress,,32.7
EMP01662,CRS0045,2026-02-10,Dropped,,3.7
EMP01662,CRS0057,2024-05-01,In Progress,,16.9
EMP01662,CRS0133,2026-07-05,Completed,4.6,35.3
EMP01663,CRS0042,2026-09-28,Completed,2.4,2.2
EMP01663,CRS0039,2025-03-26,Completed,2.5,18.9
EMP01663,CRS0090,2025-06-09,Dropped,,18.4
EMP01663,CRS0092,2025-10-16,In Progress,,26.6
EMP01663,CRS0052,2026-04-16,Completed,2.0,19.4
EMP01663,CRS0114,2026-01-17,In Progress,,16.2
EMP01664,CRS0053,2025-10-23,Completed,3.3,35.7
EMP01664,CRS0002,2025-12-20,Completed,2.4,13.3
EMP01664,CRS0103,2024-07-28,In Progress,,36.6
EMP01664,CRS0036,2026-09-25,Dropped,,19.2
EMP01664,CRS0067,2025-03-01,Dropped,,3.4
EMP01664,CRS0133,2026-12-06,Completed,4.2,37.6
EMP01665,CRS0114,2025-08-02,In Progress,,37.8
EMP01665,CRS0125,2024-12-10,In Progress,,14.0
EMP01665,CRS0001,2025-04-03,In Progress,,39.4
EMP01666,CRS0033,2024-07-16,In Progress,,5.6
EMP01666,CRS0056,2024-01-19,In Progress,,12.0
EMP01667,CRS0088,2024-12-28,Completed,4.4,21.6
EMP01667,CRS0068,2024-05-07,Completed,2.4,22.7
EMP01667,CRS0038,2026-09-21,Completed,3.4,13.5
EMP01668,CRS0011,2024-08-21,Completed,4.4,32.0
EMP01668,CRS0085,2026-07-17,Completed,4.7,22.7
EMP01668,CRS0079,2025-05-17,Completed,3.7,24.6
EMP01669,CRS0077,2025-03-27,Completed,2.5,22.4
EMP01669,CRS0107,2025-02-23,Completed,2.9,12.6
EMP01669,CRS0113,2025-05-05,Dropped,,30.1
EMP01669,CRS0067,2025-01-14,Completed,4.4,22.7
EMP01669,CRS0140,2025-01-03,Completed,2.3,7.7
EMP01669,CRS0040,2024-11-09,Completed,4.0,32.8
EMP01670,CRS0027,2025-03-24,In Progress,,4.0
EMP01670,CRS0026,2026-11-24,Completed,3.8,33.0
EMP01671,CRS0105,2024-03-02,Completed,2.8,8.9
EMP01671,CRS0047,2024-10-05,Completed,2.2,13.9
EMP01671,CRS0024,2026-05-01,Completed,2.6,24.2
EMP01672,CRS0112,2024-12-16,Completed,3.7,17.0
EMP01672,CRS0136,2025-03-26,Completed,2.8,40.0
EMP01672,CRS0100,2026-10-16,Completed,2.6,21.9
EMP01672,CRS0074,2025-03-01,Completed,4.7,13.7
EMP01673,CRS0114,2026-10-03,In Progress,,20.1
EMP01673,CRS0073,2024-05-23,In Progress,,27.8
EMP01673,CRS0074,2024-02-09,Completed,3.9,11.7
EMP01674,CRS0119,2026-07-27,In Progress,,38.7
EMP01674,CRS0020,2025-01-07,Completed,2.4,24.5
EMP01675,CRS0057,2025-11-22,Completed,3.5,17.8
EMP01675,CRS0075,2026-08-26,Completed,2.4,6.9
EMP01675,CRS0045,2026-05-02,In Progress,,5.7
EMP01675,CRS0119,2026-12-19,In Progress,,12.6
EMP01675,CRS0030,2024-11-09,Completed,2.5,6.5
EMP01675,CRS0068,2026-12-12,In Progress,,36.1
EMP01676,CRS0079,2024-12-02,Completed,3.5,33.9
EMP01676,CRS0105,2025-06-21,Completed,2.7,37.5
EMP01676,CRS0102,2026-08-11,Completed,4.1,25.5
EMP01676,CRS0056,2025-05-13,In Progress,,19.5
EMP01676,CRS0124,2025-08-26,In Progress,,20.8
EMP01677,CRS0024,2026-05-01,Completed,4.8,31.0
EMP01677,CRS0057,2024-07-23,Completed,2.9,7.4
EMP01677,CRS0078,2026-05-24,Completed,3.1,28.7
EMP01677,CRS0131,2024-02-10,Dropped,,28.3
EMP01678,CRS0025,2024-06-27,Completed,4.8,3.6
EMP01678,CRS0004,2024-07-12,Completed,4.3,38.4
EMP01678,CRS0005,2025-10-22,Completed,2.9,24.1
EMP01678,CRS0073,2025-04-20,Completed,4.7,20.3
EMP01678,CRS0132,2025-09-07,Completed,4.3,3.4
EMP01679,CRS0024,2025-01-22,Completed,2.1,36.3
EMP01679,CRS0005,2025-05-12,Dropped,,10.0
EMP01679,CRS0139,2024-03-24,Completed,4.7,39.1
EMP01679,CRS0013,2024-12-05,In Progress,,35.8
EMP01680,CRS0086,2024-12-27,Completed,2.6,32.1
EMP01680,CRS0083,2026-10-28,Completed,3.0,23.8
EMP01681,CRS0045,2024-07-26,Completed,3.2,14.3
EMP01681,CRS0069,2025-01-07,Completed,3.6,6.1
EMP01681,CRS0018,2026-06-07,Completed,2.1,11.5
EMP01681,CRS0113,2025-12-23,Completed,3.2,35.3
EMP01682,CRS0032,2024-02-04,Completed,4.5,39.5
EMP01682,CRS0121,2025-09-16,In Progress,,34.7
EMP01682,CRS0040,2024-08-08,Dropped,,16.4
EMP01682,CRS0019,2026-05-12,Completed,2.5,16.2
EMP01682,CRS0108,2026-10-13,Completed,2.6,14.4
EMP01682,CRS0087,2024-11-04,Dropped,,10.5
EMP01683,CRS0031,2024-05-07,Dropped,,36.1
EMP01683,CRS0052,2025-03-27,Completed,4.0,16.4
EMP01683,CRS0020,2025-03-03,Completed,4.9,37.0
EMP01684,CRS0059,2025-07-24,In Progress,,2.1
EMP01684,CRS0071,2026-05-20,Completed,2.4,15.0
EMP01684,CRS0067,2024-10-07,Completed,2.8,19.2
EMP01684,CRS0004,2026-02-07,Completed,2.2,20.2
EMP01685,CRS0095,2025-10-09,Dropped,,11.3
EMP01685,CRS0061,2024-11-01,Completed,3.3,6.2
EMP01685,CRS0055,2024-06-11,Completed,3.0,16.0
EMP01686,CRS0131,2025-02-05,Completed,4.9,36.5
EMP01686,CRS0062,2026-08-20,Completed,5.0,14.9
EMP01686,CRS0130,2024-01-23,Completed,3.0,20.2
EMP01686,CRS0110,2024-10-09,In Progress,,4.3
EMP01687,CRS0081,2026-12-13,Completed,2.3,37.1
EMP01687,CRS0099,2025-04-07,In Progress,,28.2
EMP01687,CRS0064,2024-02-22,Completed,3.4,13.7
EMP01687,CRS0100,2026-06-20,Completed,2.3,9.5
EMP01687,CRS0110,2026-04-19,In Progress,,30.2
EMP01687,CRS0104,2026-12-25,Completed,4.7,39.5
EMP01688,CRS0137,2025-12-20,In Progress,,35.6
EMP01688,CRS0131,2025-01-06,In Progress,,16.5
EMP01688,CRS0031,2025-01-13,Completed,3.4,13.6
EMP01689,CRS0139,2026-10-26,Completed,3.6,37.5
EMP01689,CRS0021,2024-04-11,Completed,4.6,12.8
EMP01689,CRS0053,2026-05-07,In Progress,,17.4
EMP01689,CRS0062,2024-11-27,In Progress,,11.4
EMP01690,CRS0100,2026-03-19,Completed,2.4,25.6
EMP01690,CRS0007,2026-11-16,Completed,4.8,30.3
EMP01690,CRS0101,2025-12-22,Completed,4.4,32.6
EMP01690,CRS0038,2024-11-04,In Progress,,2.6
EMP01690,CRS0109,2026-07-12,Completed,4.5,22.6
EMP01690,CRS0051,2025-09-04,Completed,3.4,33.4
EMP01691,CRS0106,2024-08-16,Dropped,,12.8
EMP01691,CRS0076,2024-11-04,Completed,4.2,15.2
EMP01691,CRS0083,2026-04-13,Completed,3.8,6.2
EMP01692,CRS0080,2025-05-02,Completed,2.4,21.1
EMP01692,CRS0115,2025-08-25,In Progress,,6.4
EMP01692,CRS0121,2024-02-22,In Progress,,23.2
EMP01692,CRS0042,2024-06-17,Completed,3.1,19.9
EMP01693,CRS0035,2026-01-09,Dropped,,26.3
EMP01693,CRS0133,2024-09-28,Completed,3.8,5.5
EMP01693,CRS0067,2024-03-04,Dropped,,23.5
EMP01693,CRS0068,2025-11-10,Completed,4.0,20.1
EMP01693,CRS0044,2025-12-24,In Progress,,37.3
EMP01693,CRS0114,2024-08-01,Completed,3.0,34.4
EMP01694,CRS0118,2026-12-06,In Progress,,31.0
EMP01694,CRS0011,2024-12-05,Completed,3.1,21.4
EMP01694,CRS0042,2025-09-04,Completed,4.8,39.2
EMP01694,CRS0050,2026-11-22,In Progress,,39.0
EMP01695,CRS0085,2026-10-15,Completed,2.8,15.9
EMP01695,CRS0022,2024-10-22,Completed,4.5,15.8
EMP01695,CRS0111,2025-03-28,Completed,4.4,38.8
EMP01695,CRS0047,2024-03-12,Completed,2.5,18.7
EMP01695,CRS0068,2026-06-11,Completed,4.4,12.8
EMP01696,CRS0035,2025-03-27,Completed,4.9,29.6
EMP01696,CRS0041,2024-03-20,In Progress,,32.3
EMP01696,CRS0010,2025-08-08,Completed,4.1,27.9
EMP01696,CRS0083,2024-08-01,Completed,3.1,34.9
EMP01697,CRS0056,2026-06-12,Completed,3.3,25.1
EMP01697,CRS0038,2025-04-05,In Progress,,20.1
EMP01697,CRS0053,2025-07-05,Completed,3.1,33.6
EMP01697,CRS0014,2025-05-26,Completed,3.0,18.1
EMP01697,CRS0001,2025-01-08,Completed,3.1,20.9
EMP01698,CRS0055,2026-12-02,Completed,4.9,21.6
EMP01698,CRS0106,2024-11-15,Completed,3.9,19.3
EMP01699,CRS0129,2026-07-11,Completed,4.3,22.2
EMP01699,CRS0067,2026-08-13,Completed,2.5,21.3
EMP01699,CRS0006,2025-05-14,In Progress,,19.0
EMP01699,CRS0086,2024-06-28,Completed,2.7,13.2
EMP01700,CRS0045,2026-12-23,Completed,2.3,24.4
EMP01700,CRS0136,2024-10-16,Completed,2.8,2.6
EMP01700,CRS0116,2025-01-26,Completed,2.8,27.1
EMP01700,CRS0008,2024-11-06,Dropped,,20.0
EMP01700,CRS0061,2025-07-04,In Progress,,10.7
EMP01700,CRS0096,2025-03-27,Completed,4.5,14.5
EMP01701,CRS0008,2024-01-17,Completed,3.1,4.4
EMP01701,CRS0036,2026-06-07,Dropped,,36.0
EMP01701,CRS0113,2025-11-22,Completed,4.3,26.2
EMP01701,CRS0048,2024-03-25,In Progress,,6.7
EMP01702,CRS0068,2025-01-22,In Progress,,22.9
EMP01702,CRS0084,2024-12-28,In Progress,,20.2
EMP01702,CRS0015,2025-08-01,Completed,4.6,31.2
EMP01703,CRS0016,2025-05-01,In Progress,,4.3
EMP01703,CRS0099,2026-12-09,Completed,2.3,10.7
EMP01703,CRS0003,2025-12-09,Completed,4.1,5.7
EMP01703,CRS0110,2026-10-25,Completed,3.9,12.4
EMP01703,CRS0014,2024-08-07,In Progress,,14.2
EMP01703,CRS0088,2025-02-12,In Progress,,34.8
EMP01704,CRS0041,2026-02-05,Completed,4.8,5.0
EMP01704,CRS0040,2025-06-18,Completed,3.6,7.1
EMP01704,CRS0075,2026-03-16,In Progress,,14.5
EMP01704,CRS0021,2026-10-14,Completed,2.6,38.6
EMP01705,CRS0140,2025-08-02,In Progress,,21.4
EMP01705,CRS0083,2024-10-12,Dropped,,34.4
EMP01705,CRS0105,2026-02-06,Completed,4.0,18.3
EMP01705,CRS0007,2026-05-28,Dropped,,11.3
EMP01705,CRS0069,2026-05-20,Completed,4.4,26.6
EMP01705,CRS0084,2025-06-15,Completed,3.4,28.4
EMP01706,CRS0068,2025-11-13,Completed,4.6,6.4
EMP01706,CRS0065,2024-11-22,In Progress,,37.0
EMP01706,CRS0016,2024-02-03,Dropped,,23.1
EMP01706,CRS0044,2024-01-17,Completed,3.3,33.7
EMP01706,CRS0060,2026-09-04,Completed,4.7,22.8
EMP01706,CRS0015,2025-09-02,In Progress,,30.7
EMP01707,CRS0029,2025-05-23,Completed,2.0,26.9
EMP01707,CRS0012,2024-11-05,In Progress,,11.7
EMP01708,CRS0104,2024-10-22,Dropped,,36.6
EMP01708,CRS0121,2024-01-19,In Progress,,4.9
EMP01708,CRS0035,2024-07-12,Completed,4.2,27.8
EMP01708,CRS0023,2024-02-14,In Progress,,22.0
EMP01709,CRS0092,2024-01-18,Completed,4.6,2.4
EMP01709,CRS0023,2026-11-16,Dropped,,22.6
EMP01709,CRS0077,2025-04-15,Completed,2.9,31.9
EMP01709,CRS0112,2024-09-12,In Progress,,8.3
EMP01710,CRS0110,2024-12-02,Completed,3.1,22.4
EMP01710,CRS0049,2024-08-14,In Progress,,20.7
EMP01710,CRS0021,2024-10-22,In Progress,,37.8
EMP01710,CRS0072,2024-08-16,Dropped,,29.4
EMP01711,CRS0064,2024-08-22,In Progress,,14.1
EMP01711,CRS0023,2025-09-11,Completed,4.7,10.3
EMP01711,CRS0025,2026-05-19,Completed,5.0,27.4
EMP01711,CRS0003,2025-08-05,Completed,4.0,20.8
EMP01711,CRS0044,2026-09-03,Completed,3.4,25.7
EMP01712,CRS0135,2024-08-13,Completed,4.3,30.4
EMP01712,CRS0130,2024-06-22,In Progress,,31.0
EMP01713,CRS0094,2025-07-19,Completed,2.7,18.6
EMP01713,CRS0082,2026-04-05,In Progress,,17.4
EMP01713,CRS0138,2026-07-13,In Progress,,35.7
EMP01713,CRS0119,2024-03-18,Completed,4.5,20.5
EMP01713,CRS0012,2025-03-07,Completed,2.6,30.6
EMP01713,CRS0065,2024-02-13,Completed,3.1,6.4
EMP01714,CRS0047,2026-05-06,Completed,3.6,35.0
EMP01714,CRS0099,2025-07-27,Completed,3.0,28.1
EMP01714,CRS0134,2026-07-17,Completed,4.0,29.2
EMP01714,CRS0123,2026-10-26,Completed,3.0,21.2
EMP01714,CRS0059,2024-10-03,In Progress,,39.4
EMP01715,CRS0049,2024-05-23,Completed,2.3,25.0
EMP01715,CRS0009,2025-12-01,Completed,3.0,11.6
EMP01715,CRS0072,2025-11-25,Completed,3.2,11.8
EMP01716,CRS0025,2025-05-27,Completed,4.0,29.4
EMP01716,CRS0104,2024-08-19,Completed,2.2,4.4
EMP01716,CRS0056,2025-03-04,Completed,4.9,35.5
EMP01716,CRS0024,2026-07-01,Completed,4.7,18.2
EMP01717,CRS0129,2026-09-22,Completed,4.8,30.6
EMP01717,CRS0007,2026-09-01,Completed,3.9,4.0
EMP01717,CRS0138,2024-08-11,Completed,2.4,7.7
EMP01717,CRS0084,2026-08-28,Completed,4.9,23.3
EMP01718,CRS0038,2026-06-28,Dropped,,10.6
EMP01718,CRS0039,2024-02-24,Completed,4.9,18.6
EMP01718,CRS0098,2026-06-25,Completed,2.1,22.1
EMP01718,CRS0109,2025-06-03,Completed,2.2,13.1
EMP01718,CRS0101,2024-02-05,Completed,3.5,34.1
EMP01719,CRS0017,2026-10-14,Completed,3.5,19.9
EMP01719,CRS0082,2025-03-01,Completed,4.6,29.1
EMP01719,CRS0037,2025-09-21,Dropped,,31.3
EMP01719,CRS0104,2025-02-08,In Progress,,37.8
EMP01719,CRS0024,2026-10-23,Completed,4.0,23.0
EMP01720,CRS0054,2024-07-05,In Progress,,13.5
EMP01720,CRS0065,2025-10-04,Dropped,,26.4
EMP01720,CRS0024,2026-11-24,In Progress,,11.3
EMP01720,CRS0059,2026-02-18,Completed,4.0,2.3
EMP01720,CRS0005,2024-05-14,Completed,3.1,36.9
EMP01721,CRS0024,2026-02-19,Dropped,,36.6
EMP01721,CRS0008,2025-02-17,Completed,3.5,4.6
EMP01721,CRS0017,2026-07-11,Completed,4.1,23.8
EMP01721,CRS0009,2024-05-12,Completed,3.3,16.6
EMP01721,CRS0112,2025-09-12,Completed,2.2,4.7
EMP01722,CRS0059,2024-03-11,Completed,4.1,16.6
EMP01722,CRS0119,2026-07-04,Completed,2.5,27.1
EMP01723,CRS0021,2026-10-08,Completed,2.2,26.8
EMP01723,CRS0034,2025-04-01,In Progress,,10.1
EMP01723,CRS0080,2026-03-27,Completed,3.2,32.3
EMP01723,CRS0017,2025-10-26,Dropped,,21.2
EMP01723,CRS0084,2025-04-15,Dropped,,15.6
EMP01723,CRS0041,2025-12-24,In Progress,,19.5
EMP01724,CRS0027,2025-10-09,Completed,3.4,38.8
EMP01724,CRS0006,2025-05-19,In Progress,,9.3
EMP01724,CRS0079,2024-10-17,Completed,2.2,39.2
EMP01724,CRS0095,2026-06-12,In Progress,,39.0
EMP01725,CRS0035,2024-03-17,Completed,4.6,28.8
EMP01725,CRS0096,2024-04-25,Completed,4.6,4.7
EMP01725,CRS0083,2025-09-25,Completed,2.6,15.3
EMP01726,CRS0028,2024-02-03,Completed,2.3,36.0
EMP01726,CRS0061,2024-04-23,Completed,4.0,11.3
EMP01726,CRS0055,2025-12-23,Dropped,,33.6
EMP01726,CRS0049,2024-04-24,Completed,3.5,30.2
EMP01726,CRS0003,2024-12-05,In Progress,,29.6
EMP01727,CRS0031,2026-04-22,Completed,3.8,37.9
EMP01727,CRS0020,2026-10-07,In Progress,,21.3
EMP01728,CRS0053,2026-11-20,Completed,4.4,25.0
EMP01728,CRS0012,2024-03-01,Completed,5.0,18.1
EMP01728,CRS0017,2026-03-18,In Progress,,33.3
EMP01729,CRS0105,2026-07-06,Completed,3.0,39.9
EMP01729,CRS0130,2025-09-23,Dropped,,11.4
EMP01729,CRS0031,2025-08-22,Completed,3.1,22.6
EMP01729,CRS0140,2026-01-15,Dropped,,24.5
EMP01729,CRS0069,2025-05-14,Completed,3.5,4.0
EMP01729,CRS0061,2025-10-17,Completed,2.5,9.6
EMP01730,CRS0070,2025-06-09,Completed,2.4,3.5
EMP01730,CRS0132,2024-11-09,Dropped,,32.3
EMP01730,CRS0008,2025-07-18,Completed,3.7,5.4
EMP01730,CRS0048,2025-04-21,Completed,4.3,33.0
EMP01730,CRS0121,2025-10-13,In Progress,,30.7
EMP01731,CRS0131,2024-04-27,In Progress,,6.1
EMP01731,CRS0097,2025-06-08,Completed,4.6,35.7
EMP01731,CRS0107,2024-11-25,Completed,3.7,35.6
EMP01731,CRS0135,2025-11-15,Completed,3.2,10.3
EMP01732,CRS0130,2026-07-14,Completed,3.4,39.3
EMP01732,CRS0019,2025-05-22,In Progress,,38.2
EMP01733,CRS0100,2025-08-04,Completed,3.8,37.2
EMP01733,CRS0096,2025-01-06,Completed,2.1,6.4
EMP01733,CRS0133,2026-07-01,Completed,2.6,26.3
EMP01733,CRS0069,2025-03-06,Completed,3.1,14.7
EMP01733,CRS0016,2025-01-20,In Progress,,24.3
EMP01734,CRS0074,2026-05-18,In Progress,,12.3
EMP01734,CRS0055,2025-12-25,In Progress,,29.1
EMP01734,CRS0112,2025-12-11,Completed,2.3,12.8
EMP01734,CRS0005,2026-04-26,Completed,3.6,6.9
EMP01735,CRS0004,2026-12-28,Completed,2.1,18.1
EMP01735,CRS0010,2025-07-15,In Progress,,19.7
EMP01735,CRS0130,2024-05-01,In Progress,,11.5
EMP01735,CRS0122,2025-06-26,Completed,4.0,4.0
EMP01735,CRS0060,2024-04-07,Completed,4.1,27.5
EMP01736,CRS0059,2025-10-14,Dropped,,20.5
EMP01736,CRS0023,2026-06-08,In Progress,,5.7
EMP01736,CRS0121,2024-07-04,In Progress,,2.8
EMP01736,CRS0035,2025-12-17,In Progress,,3.8
EMP01737,CRS0039,2026-12-21,Completed,2.3,18.9
EMP01737,CRS0098,2026-12-18,Dropped,,19.8
EMP01737,CRS0054,2025-03-01,Completed,2.4,3.2
EMP01737,CRS0044,2026-07-13,In Progress,,5.3
EMP01738,CRS0045,2025-10-15,Completed,4.3,22.7
EMP01738,CRS0121,2025-02-18,In Progress,,18.7
EMP01738,CRS0043,2026-03-15,Dropped,,33.2
EMP01738,CRS0103,2026-02-25,Completed,3.1,36.3
EMP01738,CRS0059,2024-12-18,Completed,2.3,12.3
EMP01738,CRS0078,2024-05-07,Completed,2.4,17.8
EMP01739,CRS0068,2026-09-25,Completed,4.1,22.1
EMP01739,CRS0111,2024-08-10,Completed,5.0,20.0
EMP01739,CRS0060,2025-03-15,Completed,2.3,33.7
EMP01739,CRS0096,2024-02-23,Completed,4.0,19.3
EMP01739,CRS0115,2024-08-03,In Progress,,24.8
EMP01739,CRS0027,2024-11-05,Completed,2.6,18.8
EMP01740,CRS0085,2024-08-08,Completed,4.4,8.1
EMP01740,CRS0091,2026-01-09,Completed,3.8,19.2
EMP01741,CRS0065,2025-02-07,Dropped,,22.5
EMP01741,CRS0087,2026-01-13,Completed,2.6,11.3
EMP01742,CRS0033,2026-09-10,Completed,4.3,37.8
EMP01742,CRS0130,2024-11-20,Completed,2.0,7.7
EMP01742,CRS0118,2025-08-14,Completed,3.8,21.8
EMP01743,CRS0018,2025-11-15,In Progress,,36.7
EMP01743,CRS0104,2024-08-18,Completed,4.5,23.5
EMP01744,CRS0100,2026-08-24,Completed,3.8,29.2
EMP01744,CRS0009,2026-11-06,In Progress,,22.3
EMP01744,CRS0127,2026-10-17,In Progress,,21.0
EMP01745,CRS0063,2024-07-05,In Progress,,6.1
EMP01745,CRS0134,2026-06-26,Completed,3.5,9.3
EMP01745,CRS0019,2026-07-09,In Progress,,29.2
EMP01746,CRS0124,2026-03-05,In Progress,,9.3
EMP01746,CRS0074,2025-01-12,Dropped,,36.8
EMP01746,CRS0065,2026-11-10,Completed,3.1,30.0
EMP01746,CRS0083,2024-06-19,Completed,3.7,33.8
EMP01746,CRS0106,2024-03-18,Completed,3.4,8.9
EMP01747,CRS0039,2026-05-07,Dropped,,34.9
EMP01747,CRS0058,2024-02-08,In Progress,,27.1
EMP01747,CRS0078,2024-11-09,Dropped,,19.5
EMP01747,CRS0057,2024-12-26,Completed,3.6,34.9
EMP01747,CRS0116,2025-04-17,Completed,3.8,17.9
EMP01747,CRS0025,2026-08-11,In Progress,,14.8
EMP01748,CRS0046,2025-10-22,Completed,2.4,33.3
EMP01748,CRS0039,2024-03-06,Completed,4.8,14.5
EMP01749,CRS0069,2024-04-26,Completed,3.9,39.9
EMP01749,CRS0127,2025-09-01,In Progress,,34.6
EMP01749,CRS0010,2026-07-09,Completed,3.6,2.4
EMP01750,CRS0060,2024-01-02,Completed,3.3,24.3
EMP01750,CRS0093,2024-11-05,In Progress,,29.7
EMP01750,CRS0084,2026-12-19,In Progress,,13.4
EMP01751,CRS0057,2025-06-22,Completed,4.5,2.0
EMP01751,CRS0011,2024-10-07,In Progress,,4.1
EMP01752,CRS0066,2026-03-06,Completed,2.3,35.8
EMP01752,CRS0001,2024-12-24,Completed,2.3,27.5
EMP01752,CRS0098,2024-03-07,Completed,2.2,3.0
EMP01752,CRS0071,2024-04-19,In Progress,,8.0
EMP01752,CRS0026,2026-06-27,Completed,4.0,37.2
EMP01753,CRS0031,2026-02-13,Completed,2.4,29.1
EMP01753,CRS0073,2024-10-27,In Progress,,4.0
EMP01753,CRS0048,2026-03-03,In Progress,,14.9
EMP01753,CRS0127,2025-11-26,Completed,3.8,21.1
EMP01753,CRS0060,2026-02-26,Completed,4.6,37.2
EMP01753,CRS0082,2025-02-23,Completed,4.0,11.4
EMP01754,CRS0078,2026-12-28,Completed,2.1,6.0
EMP01754,CRS0032,2025-05-26,In Progress,,5.9
EMP01754,CRS0120,2025-12-15,Dropped,,29.8
EMP01754,CRS0138,2025-02-01,Dropped,,5.0
EMP01754,CRS0023,2026-09-17,Dropped,,38.6
EMP01754,CRS0125,2025-07-05,Completed,2.1,12.0
EMP01755,CRS0007,2025-03-21,Completed,4.1,9.2
EMP01755,CRS0049,2024-10-15,In Progress,,23.4
EMP01756,CRS0096,2025-06-14,In Progress,,26.2
EMP01756,CRS0033,2026-02-25,In Progress,,19.6
EMP01756,CRS0014,2024-08-27,Completed,4.8,4.7
EMP01757,CRS0080,2024-04-21,Completed,3.7,7.0
EMP01757,CRS0070,2026-10-15,In Progress,,13.8
EMP01757,CRS0005,2024-01-13,In Progress,,19.4
EMP01757,CRS0025,2026-07-27,Completed,4.6,21.4
EMP01757,CRS0059,2024-12-22,Completed,2.5,37.4
EMP01757,CRS0006,2026-03-18,Dropped,,7.2
EMP01758,CRS0074,2025-09-22,Completed,4.3,18.3
EMP01758,CRS0012,2025-12-21,Completed,4.1,5.8
EMP01758,CRS0069,2026-02-20,Completed,3.0,22.5
EMP01758,CRS0004,2025-06-27,In Progress,,17.5
EMP01759,CRS0140,2026-07-10,Dropped,,15.0
EMP01759,CRS0048,2025-03-19,Completed,3.4,5.7
EMP01759,CRS0113,2025-04-08,Completed,3.2,21.5
EMP01759,CRS0017,2026-05-27,Completed,5.0,10.6
EMP01759,CRS0073,2026-08-17,Completed,3.8,7.3
EMP01759,CRS0122,2026-03-25,Completed,2.6,6.5
EMP01760,CRS0129,2025-07-09,In Progress,,3.6
EMP01760,CRS0088,2025-05-02,Completed,3.6,39.3
EMP01761,CRS0138,2026-04-25,Completed,4.4,30.4
EMP01761,CRS0092,2025-12-22,Completed,3.0,3.3
EMP01761,CRS0112,2026-10-24,Completed,2.9,35.1
EMP01761,CRS0094,2026-01-19,In Progress,,7.3
EMP01762,CRS0072,2026-04-03,Dropped,,5.3
EMP01762,CRS0082,2026-10-28,In Progress,,32.6
EMP01762,CRS0094,2025-03-06,Completed,4.7,13.2
EMP01762,CRS0070,2026-11-19,In Progress,,11.0
EMP01763,CRS0129,2026-07-24,Completed,4.9,36.2
EMP01763,CRS0118,2025-11-11,Completed,4.6,25.4
EMP01763,CRS0076,2025-09-21,Completed,4.9,35.1
EMP01763,CRS0040,2024-07-07,In Progress,,29.0
EMP01764,CRS0044,2026-10-24,Completed,2.5,6.6
EMP01764,CRS0130,2024-02-03,In Progress,,16.5
